raw_message_id,source_chat_id,source_chat_title,telegram_message_id,message_type,eligibility_status,eligibility_reason,trader_resolution_method,raw_text_preview
2515,3171748254,PifSignal,1,UNCLASSIFIED,ACQUIRED_UNKNOWN_TRADER,history_replay; unresolved_trader,multi_trader_chat,
2495,3171748254,PifSignal,42,UNCLASSIFIED,ACQUIRED_UNKNOWN_TRADER,history_replay; unresolved_trader,multi_trader_chat,[trader#2] #SEIUSDT UPDATE:  Target 1 done nicely✔️  So far 30% Profits with 10x leverage🤑  Enjoy the profits Guys🍾🍾
2492,3171748254,PifSignal,45,UNCLASSIFIED,ACQUIRED_UNKNOWN_TRADER,history_replay; unresolved_trader,multi_trader_chat,[trader#2] #DOTUSDT UPDATE:  #DOT is currently trading around $3.080. It has already broken out of the symmetrical triangle and is looking bullish. The possible scenarios are that if the pump conti...
2493,3171748254,PifSignal,44,UNCLASSIFIED,ACQUIRED_UNKNOWN_TRADER,history_replay; unresolved_trader,multi_trader_chat,"[trader#2] #TNSRUSDT UPDATE:  #TNSR is currently trading around $0.0652. It has already broken out of the falling wedge pattern and is looking bullish, which is a bullish pattern. The possible scen..."
2491,3171748254,PifSignal,46,UNCLASSIFIED,ACQUIRED_UNKNOWN_TRADER,history_replay; unresolved_trader,multi_trader_chat,"[trader#2] #1000RATSUSDT UPDATE:  Target 3,4 done nicely✔️  So far 120% Profits with 10x leverage🤑  Enjoy the profits Guys🍾🍾"
2490,3171748254,PifSignal,47,UNCLASSIFIED,ACQUIRED_UNKNOWN_TRADER,history_replay; unresolved_trader,multi_trader_chat,[trader#2] #DOTUSDT UPDATE:  #DOT is now currently trading around $3.163. It exactly pumped after our update. Those are open a long position according to our previous update are now in good profits...
2489,3171748254,PifSignal,48,UNCLASSIFIED,ACQUIRED_UNKNOWN_TRADER,history_replay; unresolved_trader,multi_trader_chat,[trader#2] #ETHUSDT UPDATE:  #Ethereum is now currently trading around $4060. It has already broken out of the symmetrical triangle and is looking bullish. So the possible scenarios are: if the pum...
2488,3171748254,PifSignal,49,UNCLASSIFIED,ACQUIRED_UNKNOWN_TRADER,history_replay; unresolved_trader,multi_trader_chat,[trader#2] Coin: #ETHUSDT  Direction: Long  Leverage: 5-10x  #ETH already broke out of the symmetrical triangle and is looking bullish.  Entry: 4060 - 3960$ (Buy partially)  Targets: 4150 - 4250 -...
2487,3171748254,PifSignal,50,UNCLASSIFIED,ACQUIRED_UNKNOWN_TRADER,history_replay; unresolved_trader,multi_trader_chat,"[trader#2] Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),  book profits Partially"
2486,3171748254,PifSignal,51,UNCLASSIFIED,ACQUIRED_UNKNOWN_TRADER,history_replay; unresolved_trader,multi_trader_chat,[trader#2] #SEIUSDT UPDATE:  Target 2 done nicely✔️  So far 60% Profits with 10x leverage🤑  Enjoy the profits Guys🍾🍾
2484,3171748254,PifSignal,53,UNCLASSIFIED,ACQUIRED_UNKNOWN_TRADER,history_replay; unresolved_trader,multi_trader_chat,[trader#2] Coin: #UNIUSDT  Direction: Long  Leverage: 5-10x  #UNI already broke out of the symmetrical triangle and is looking bullish.  Entry: 6.530 - 6.400$ (Buy partially)  Targets: 6.700 - 6.85...
2485,3171748254,PifSignal,52,UNCLASSIFIED,ACQUIRED_UNKNOWN_TRADER,history_replay; unresolved_trader,multi_trader_chat,"[trader#2] Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),  book profits Partially"
2483,3171748254,PifSignal,54,UNCLASSIFIED,ACQUIRED_UNKNOWN_TRADER,history_replay; unresolved_trader,multi_trader_chat,[trader#2] #UNIUSDT UPDATE:  Target 1 done nicely ✔️  So far 20% Profits with 10x leverage🤑  Enjoy the profits Guys🍾🍾
2482,3171748254,PifSignal,55,UNCLASSIFIED,ACQUIRED_UNKNOWN_TRADER,history_replay; unresolved_trader,multi_trader_chat,[trader#2] #ETHUSDT UPDATE:  Target 1 done nicely✔️  So far 30% Profits with 10x leverage🤑  Enjoy the profits Guys🍾🍾
2481,3171748254,PifSignal,56,UNCLASSIFIED,ACQUIRED_UNKNOWN_TRADER,history_replay; unresolved_trader,multi_trader_chat,[trader#2] #UNIUSDT UPDATE:  Target 2 done nicely ✔️  So far 50% Profits with 10x leverage🤑  Enjoy the profits Guys🍾🍾
2480,3171748254,PifSignal,57,UNCLASSIFIED,ACQUIRED_UNKNOWN_TRADER,history_replay; unresolved_trader,multi_trader_chat,[trader#2] #SEIUSDT UPDATE:  Target 3 done nicely✔️  So far 80% Profits with 10x leverage🤑  Enjoy the profits Guys🍾🍾
2479,3171748254,PifSignal,58,UNCLASSIFIED,ACQUIRED_UNKNOWN_TRADER,history_replay; unresolved_trader,multi_trader_chat,[trader#2] #ETHUSDT UPDATE:  Target 2 done nicely✔️  So far 40% Profits with 10x leverage🤑  Enjoy the profits Guys🍾🍾
2478,3171748254,PifSignal,59,UNCLASSIFIED,ACQUIRED_UNKNOWN_TRADER,history_replay; unresolved_trader,multi_trader_chat,[trader#2] Coin: #BNBUSDT  Direction: Long  Leverage: 5-10x  #BNB has already broken out of the cup and handle pattern and is looking bullish.  Entry: 1165 - 1140$ (Buy partially)  Targets: 1185 -...
2477,3171748254,PifSignal,60,UNCLASSIFIED,ACQUIRED_UNKNOWN_TRADER,history_replay; unresolved_trader,multi_trader_chat,"[trader#2] Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),  book profits Partially"
2476,3171748254,PifSignal,61,UNCLASSIFIED,ACQUIRED_UNKNOWN_TRADER,history_replay; unresolved_trader,multi_trader_chat,[trader#1] Coin: $SKLUSDT Long Leverage: ISolated x5 Entry: 0.0210 - 0.019 Targets: 0.02332 - 0.02739 - 0.03518 - 0.04101 - 0.04668 SL: 0.01812
2475,3171748254,PifSignal,62,UNCLASSIFIED,ACQUIRED_UNKNOWN_TRADER,history_replay; unresolved_trader,multi_trader_chat,"[trader#1] $AERGO LONG HERE  Longing with x5 leverage, GOING BIG 🚀 Entry: 0.07989  TARGETS: 0.08834 - 0.10008 - 0.11997 - 0.13803 SL: 0.06855"
2474,3171748254,PifSignal,63,UNCLASSIFIED,ACQUIRED_UNKNOWN_TRADER,history_replay; unresolved_trader,multi_trader_chat,[trader#2] #1000RATSUSDT UPDATE:  Target 5 done nicely✔️  So far 170% Profits with 10x leverage🤑  Enjoy the profits Guys🍾🍾
2473,3171748254,PifSignal,64,UNCLASSIFIED,ACQUIRED_UNKNOWN_TRADER,history_replay; unresolved_trader,multi_trader_chat,[trader#1] $ATAUSDT Long Leverage: Isolated x10 Entry: 0.0292 - 0.0285 Targets: 0.0304 - 0.0322 - 0.0351 - 0.0416 SL: 0.0275
2472,3171748254,PifSignal,65,UNCLASSIFIED,ACQUIRED_UNKNOWN_TRADER,history_replay; unresolved_trader,multi_trader_chat,[trader#1] Coin: CHZUSDT Short Leverage: Isolated x15 Entry: 0.03217 - 0.03263 Targets: 0.03150 - 0.03098 - 0.03038 - 0.02976 SL: 0.03298
2471,3171748254,PifSignal,66,UNCLASSIFIED,ACQUIRED_UNKNOWN_TRADER,history_replay; unresolved_trader,multi_trader_chat,[trader#1] Coin: $XLMUSDT Short Leverage: Isolated x10 Entry: 0.3177 - 0.3256  Targets: 0.3103 - 0.3021 - 0.2899 - 0.2775 SL: 0.3322
2470,3171748254,PifSignal,71,UNCLASSIFIED,ACQUIRED_UNKNOWN_TRADER,history_replay; unresolved_trader,multi_trader_chat,
2469,3171748254,PifSignal,73,UNCLASSIFIED,ACQUIRED_UNKNOWN_TRADER,history_replay; unresolved_trader,multi_trader_chat,
2467,3171748254,PifSignal,86,UNCLASSIFIED,ACQUIRED_UNKNOWN_TRADER,history_replay; unresolved_trader,multi_trader_chat,"[trader#1] $XLMUSDT SIGNAL UPDATE:   SMASHED THE FIRST TARGET, went for 27% profit using x10 leverage. 💹"
2465,3171748254,PifSignal,91,UNCLASSIFIED,ACQUIRED_UNKNOWN_TRADER,history_replay; unresolved_trader,multi_trader_chat,[trader#1] $CFXUSDT Short  Leverage: Isolated x15 Entry: 0.1062 - 0.1080 Targets: 0.1039 - 0.1006 - 0.0968 - 0.0920 SL: 0.1102
2461,3171748254,PifSignal,95,UNCLASSIFIED,ACQUIRED_UNKNOWN_TRADER,history_replay; unresolved_trader,multi_trader_chat,"[trader#1] $XLMUSDT Short  Reached the second target, currently at around 74% profit using x10 leverage. ✅🚀  Congratulations to every single Premium member. Big profits from every short, we only ha..."
2460,3171748254,PifSignal,96,UNCLASSIFIED,ACQUIRED_UNKNOWN_TRADER,history_replay; unresolved_trader,multi_trader_chat,"[trader#2] #BTCUSDT UPDATE:  #Bitcoin is currently trading around $107,300. Bitcoin exactly rejected from the top and is dumping. Now the possible scenarios are, according to the double top pattern..."
2459,3171748254,PifSignal,97,UNCLASSIFIED,ACQUIRED_UNKNOWN_TRADER,history_replay; unresolved_trader,multi_trader_chat,"[trader#2] #YFIUSDT UPDATE:  #YFI is currently trading around $4575. It has already broken down the symmetrical triangle on the 4-hour time frame and is looking bearish. The possible scenarios are,..."
2458,3171748254,PifSignal,98,UNCLASSIFIED,ACQUIRED_UNKNOWN_TRADER,history_replay; unresolved_trader,multi_trader_chat,"[trader#1] Could go for third target here in XLM, 8.58% unleveraged"
2457,3171748254,PifSignal,99,UNCLASSIFIED,ACQUIRED_UNKNOWN_TRADER,history_replay; unresolved_trader,multi_trader_chat,[trader#1] Have a wonderful rest of the week 🥂
2450,3171748254,PifSignal,117,UNCLASSIFIED,ACQUIRED_UNKNOWN_TRADER,history_replay; unresolved_trader,multi_trader_chat,[trader#2] Coin: #RSRUSDT  Direction: Long  Leverage: 5-10x  #RSR has already broken out of the downtrend channel and is looking bullish.  Entry: $0.005570 - $0.005400 (Buy partially)  Targets: $0....
2449,3171748254,PifSignal,118,UNCLASSIFIED,ACQUIRED_UNKNOWN_TRADER,history_replay; unresolved_trader,multi_trader_chat,"[trader#2] The market is very volatile and unpredictable right now, so futures trading is also very risky. That's why this is only for risk-takers."
2448,3171748254,PifSignal,119,UNCLASSIFIED,ACQUIRED_UNKNOWN_TRADER,history_replay; unresolved_trader,multi_trader_chat,[trader#2] Coin: #TWTUSDT  Direction: Long  Leverage: 5-10x  #TWT has already broken out of the falling wedge and is looking bullish.  Entry: $1.2730 - $1.2500 (Buy partially)  Targets: $1.30 - $1....
2447,3171748254,PifSignal,120,UNCLASSIFIED,ACQUIRED_UNKNOWN_TRADER,history_replay; unresolved_trader,multi_trader_chat,"[trader#2] The market is very volatile and unpredictable right now, so futures trading is also very risky. That's why this is only for risk-takers."
2444,3171748254,PifSignal,123,UNCLASSIFIED,ACQUIRED_UNKNOWN_TRADER,history_replay; unresolved_trader,multi_trader_chat,[trader#2] Close all longs market not looking good agin
2437,3171748254,PifSignal,130,UNCLASSIFIED,ACQUIRED_UNKNOWN_TRADER,history_replay; unresolved_trader,multi_trader_chat,"[trader#2] #BTCUSDT UPDATE:  #Bitcoin is currently trading around $106,600. Bitcoin is moving inside a descending triangle on the daily timeframe, which is a bearish pattern. So, the possible scena..."
2436,3171748254,PifSignal,131,UNCLASSIFIED,ACQUIRED_UNKNOWN_TRADER,history_replay; unresolved_trader,multi_trader_chat,[trader#2] #1000RATSUSDT Update:  All Targets done nicely✔️  250% Profits with 10x leverage🤑  Enjoy the profits Guys🍾🍾
2432,3171748254,PifSignal,138,UNCLASSIFIED,ACQUIRED_UNKNOWN_TRADER,history_replay; unresolved_trader,multi_trader_chat,"[trader#4] LONGING $OBOL HERE  Exchange: Binance Futures Leverage: 3x  Fill your bags, $OBOL below $0.1 is a sale that will not last long  Targets: 0.089 - 0.093 - 0.098 - 0.108 - 0.122 - 0.142 - 0..."
2430,3171748254,PifSignal,140,UNCLASSIFIED,ACQUIRED_UNKNOWN_TRADER,history_replay; unresolved_trader,multi_trader_chat,"[trader#4] $BTC Update  BTC has perfectly bounced from the horizontal support but is still trading below the trendline resistance.   Bulls need to reclaim the trendline for a bullish confirmation,..."
2429,3171748254,PifSignal,142,UNCLASSIFIED,ACQUIRED_UNKNOWN_TRADER,history_replay; unresolved_trader,multi_trader_chat,"[trader#4] 🔥$MITO Update🔥  Target 1 : $0.105✅ Target 2 : $0.108✅ Target 3 : $0.112✅ Target 4: $0.117✅ Target 5: $0.126✅ Target 6: $0.143✅  Profit: 219% on just 5x lev🚀  Another day, another win. Pr..."
2428,3171748254,PifSignal,143,UNCLASSIFIED,ACQUIRED_UNKNOWN_TRADER,history_replay; unresolved_trader,multi_trader_chat,[trader#4] Signal incoming….
2427,3171748254,PifSignal,144,UNCLASSIFIED,ACQUIRED_UNKNOWN_TRADER,history_replay; unresolved_trader,multi_trader_chat,"[trader#4] BUYING $LUMIA HERE  Exchange: Binance / Binance Futures Leverage: 3x  Long below $0.15, short at $1.5  Easiest move on the board  SL: Below 0.099"
2426,3171748254,PifSignal,145,UNCLASSIFIED,ACQUIRED_UNKNOWN_TRADER,history_replay; unresolved_trader,multi_trader_chat,[trader#4] Buying the #LUMIA dip
2425,3171748254,PifSignal,146,UNCLASSIFIED,ACQUIRED_UNKNOWN_TRADER,history_replay; unresolved_trader,multi_trader_chat,"[trader#4] Once bears finish their game, don't forget their will be a new ZEC, MYX etc   YOUR COIN NOW IS #LUMIA"
2424,3171748254,PifSignal,147,UNCLASSIFIED,ACQUIRED_UNKNOWN_TRADER,history_replay; unresolved_trader,multi_trader_chat,[trader#1] Coin: $CHZUSDT Long Leverage: Isolated x10 Entry: 0.02908 - 0.028 Targets: 0.02975 - 0.03082 - 0.03281 - 0.03562 - 0.04002 SL: 0.02734
2423,3171748254,PifSignal,148,UNCLASSIFIED,ACQUIRED_UNKNOWN_TRADER,history_replay; unresolved_trader,multi_trader_chat,[trader#4] The real $OBOL pump is about to start. There will be no second chance. Enjoy🚀🐋  Buying more $OBOL here
2422,3171748254,PifSignal,149,UNCLASSIFIED,ACQUIRED_UNKNOWN_TRADER,history_replay; unresolved_trader,multi_trader_chat,"[trader#4] LONGING $OBOL HERE  Exchange: Binance Futures Leverage: 3x  Fill your bags, $OBOL below $0.08 is a sale that will not last long  Targets: 0.082 - 0.088 - 0.093 - 0.098 - 0.108 - 0.122 -..."
2420,3171748254,PifSignal,151,UNCLASSIFIED,ACQUIRED_UNKNOWN_TRADER,history_replay; unresolved_trader,multi_trader_chat,"[trader#1] That's how you make 80% profits within less than 24 hours.  $CHZ Smashed two targets, this is just the beginning of signals of this Month."
2419,3171748254,PifSignal,154,UNCLASSIFIED,ACQUIRED_UNKNOWN_TRADER,history_replay; unresolved_trader,content_alias_ambiguous,"Приветствуем в сигнальном канале от админов Pifagor Trade! Я администратор этого канала и член команды Pifagor Trade. Рад, что вы с нами!👋  Сразу важный момент: здесь НЕ публикуются сигналы от Димы..."
2418,3171748254,PifSignal,155,UNCLASSIFIED,ACQUIRED_UNKNOWN_TRADER,reply_to_message_id_present; unresolved_trader,multi_trader_chat,
2417,3171748254,PifSignal,156,UNCLASSIFIED,ACQUIRED_UNKNOWN_TRADER,history_replay; unresolved_trader,multi_trader_chat,"[trader#4] $BTC Market Analysis  Bitcoin is currently testing a major horizontal support zone around the $98K–$100K area, which has previously acted as a strong demand region. Bulls are trying to d..."
2416,3171748254,PifSignal,157,UNCLASSIFIED,ACQUIRED_UNKNOWN_TRADER,history_replay; unresolved_trader,multi_trader_chat,"[trader#4] 🔥$LUMIA Update🔥  High Reached: $0.159✅  Profit: 79% on just 5x lev🚀  Just another win, profits booked and stops moved to entries🐋"
2415,3171748254,PifSignal,158,UNCLASSIFIED,ACQUIRED_UNKNOWN_TRADER,history_replay; unresolved_trader,multi_trader_chat,"[trader#4] BUYING $DUSK HERE  Exchange: Binance / Binance Futures Leverage: 3x  Breakout started, $DUSK is about to go much higher  SL: Below 0.0677"
2414,3171748254,PifSignal,160,UNCLASSIFIED,ACQUIRED_UNKNOWN_TRADER,history_replay; unresolved_trader,multi_trader_chat,"[trader#4] 🔥$DUSK Update🔥  Signaled: $0.093 High Reached: $0.1✅  Profit: 38% on just 5x lev🚀  Enter fast, exit fast🐋"
2413,3171748254,PifSignal,161,UNCLASSIFIED,ACQUIRED_UNKNOWN_TRADER,history_replay; unresolved_trader,multi_trader_chat,[trader#4] BUYING $SYS HERE  Exchange: Binance / Binance Futures Leverage: 3x  Easiest 2x currently in the market. Buying now  SL: Below 0.0245
2412,3171748254,PifSignal,164,UNCLASSIFIED,ACQUIRED_UNKNOWN_TRADER,history_replay; unresolved_trader,multi_trader_chat,"[trader#4] 🔥$LUMIA Update🔥  Signaled at: $0.135 High Reached: $0.25✅  Profit: 413% on just 5x lev🚀  Profits fully booked, not a bad day🐋"
2411,3171748254,PifSignal,165,UNCLASSIFIED,ACQUIRED_UNKNOWN_TRADER,history_replay; unresolved_trader,multi_trader_chat,"[trader#2] #BTCUSDT UPDATE:  #Bitcoin is currently trading around $102000. It has bounced exactly from the support and is also forming a double bottom pattern, which is a bullish pattern. Now, the..."
2410,3171748254,PifSignal,166,UNCLASSIFIED,ACQUIRED_UNKNOWN_TRADER,history_replay; unresolved_trader,multi_trader_chat,"[trader#2] #MINAUSDT UPDATE:  #MINA is now currently trading around $0.1750. It has already broken out of the Falling Wedge pattern on the daily timeframe, which is a bullish pattern. So, according..."
2409,3171748254,PifSignal,167,UNCLASSIFIED,ACQUIRED_UNKNOWN_TRADER,history_replay; unresolved_trader,multi_trader_chat,[trader#2] Coin: #SHELLUSDT  Direction: Long  Leverage: 5-10x  #SHELL has already broken out of the Symmetrical Triangle and is looking Bullish.  Entry: $0.1205 - $0.1180 (Buy partially)  Targets:...
2408,3171748254,PifSignal,168,UNCLASSIFIED,ACQUIRED_UNKNOWN_TRADER,history_replay; unresolved_trader,multi_trader_chat,"[trader#2] The market is very volatile and unpredictable right now, so futures trading is also very risky. That's why this is only for risk-takers."
2407,3171748254,PifSignal,169,UNCLASSIFIED,ACQUIRED_UNKNOWN_TRADER,history_replay; unresolved_trader,multi_trader_chat,[trader#2] Coin: #LQTYUSDT  Direction: Long  Leverage: 5-10x  #LQTY has already broken out of the ascending triangle and is looking bullish.  Entry: $0.5480 - $0.5400 (Buy partially)  Targets: $0.5...
2406,3171748254,PifSignal,170,UNCLASSIFIED,ACQUIRED_UNKNOWN_TRADER,history_replay; unresolved_trader,multi_trader_chat,"[trader#2] The market is very volatile and unpredictable right now, so futures trading is also very risky. That's why this is only for risk-takers."
2405,3171748254,PifSignal,171,UNCLASSIFIED,ACQUIRED_UNKNOWN_TRADER,history_replay; unresolved_trader,multi_trader_chat,[trader#4] We just found the next LUMIA  The next post is the coin
2404,3171748254,PifSignal,172,UNCLASSIFIED,ACQUIRED_UNKNOWN_TRADER,history_replay; unresolved_trader,multi_trader_chat,"[trader#4] BUYING $DODOX HERE  Exchange: Binance / Binance Futures Leverage: 3x  Waking up tomorrow up min 100%, Easy 2-3x move after BTC bottom. First target at $0.035, higher targets to be update..."
2403,3171748254,PifSignal,173,UNCLASSIFIED,ACQUIRED_UNKNOWN_TRADER,history_replay; unresolved_trader,multi_trader_chat,"[trader#2] #ETHUSDT UPDATE:  #Ethereum is currently trading around $3400. It is forming a bullish bat pattern and pumping from the support. Now, the possible scenarios are: if the pump continues an..."
2402,3171748254,PifSignal,174,UNCLASSIFIED,ACQUIRED_UNKNOWN_TRADER,history_replay; unresolved_trader,multi_trader_chat,"[trader#4] It seems high at 25%, but all good coins are currently up 20-30%  It’s better to buy a blue chip coin at a premium than a shit coin that didn’t start moving.   $DODOX is the coin that wi..."
2401,3171748254,PifSignal,175,UNCLASSIFIED,ACQUIRED_UNKNOWN_TRADER,history_replay; unresolved_trader,multi_trader_chat,[trader#4] $DODOX BUY THE DIP
2399,3171748254,PifSignal,177,UNCLASSIFIED,ACQUIRED_UNKNOWN_TRADER,history_replay; unresolved_trader,multi_trader_chat,"[trader#4] $BTC Market Analysis  BTC perfectly bounced from the horizontal support as predicted, leading to a strong bullish rally in the market. The upward momentum is expected to continue as long..."
2398,3171748254,PifSignal,178,UNCLASSIFIED,ACQUIRED_UNKNOWN_TRADER,history_replay; unresolved_trader,multi_trader_chat,"[trader#4] 🔥$OBOL Update🔥  High Reached: $0.098✅  Instant 32% move, nice job everyone who took this Bincna Futures ride🚀"
2395,3171748254,PifSignal,181,UNCLASSIFIED,ACQUIRED_UNKNOWN_TRADER,history_replay; unresolved_trader,multi_trader_chat,[trader#2] #LQTYUSDT UPDATE:  Target 1 done nicely✔️   30% Profits booked with 10x leverage🤑  Enjoy the profits Guys🍾🍾
2392,3171748254,PifSignal,184,UNCLASSIFIED,ACQUIRED_UNKNOWN_TRADER,history_replay; unresolved_trader,multi_trader_chat,"[trader#4] LONGING $MYX HERE  Exchange: Binance Futures Leverage: 3x  The last time $MYX showed its current pattern, it did a 10x (peaking at $18), this time it will go even higher🚀   Targets: 2.7..."
2391,3171748254,PifSignal,185,UNCLASSIFIED,ACQUIRED_UNKNOWN_TRADER,history_replay; unresolved_trader,multi_trader_chat,"[trader#4] $MYX went from $2.5 to $18.5 within 2 days just a month ago.  Now that the market has bottomed, it’s about to happen again  Entries like this are rare, and we’ll probably not see a simil..."
2390,3171748254,PifSignal,186,UNCLASSIFIED,ACQUIRED_UNKNOWN_TRADER,history_replay; unresolved_trader,multi_trader_chat,[trader#4] $BB is the next ZEC
2389,3171748254,PifSignal,187,UNCLASSIFIED,ACQUIRED_UNKNOWN_TRADER,history_replay; unresolved_trader,multi_trader_chat,[trader#2] Coin: #IOTXUSDT  Direction: Long  Leverage: 5-10x  #IOTX has already broken out of the Cup and Handle pattern and is looking bullish.  Entry: $0.01150 - $0.01130 (Buy partially)  Targets...
